% Test data set generated from "nursery"
% 
% Space: 8640+ (66.7%)  4320- (33.3%)
% Test.: 1728+ (66.7%)  864- (33.3%)

@relation nursery

@attribute Parents {pretentious,greatpret,usual}
@attribute Hasnurs {critical,verycrit,lessproper,proper,improper}
@attribute Form {incomplete,foster,completed,complete}
@attribute Children {1,3,more,2}
@attribute Housing {critical,lessconv,convenient}
@attribute Finance {inconv,convenient}
@attribute Social {problematic,nonprob,slightlyprob}
@attribute Health {priority,notrecom,recommended}
@attribute Class {1,0}

@data
usual,critical,foster,2,critical,convenient,problematic,notrecom,0
usual,proper,incomplete,3,critical,convenient,nonprob,notrecom,0
usual,proper,completed,1,critical,convenient,problematic,notrecom,0
greatpret,improper,complete,more,convenient,convenient,problematic,notrecom,0
pretentious,critical,incomplete,more,critical,convenient,problematic,notrecom,0
pretentious,proper,incomplete,more,critical,inconv,nonprob,notrecom,0
pretentious,critical,foster,2,critical,inconv,nonprob,notrecom,0
greatpret,verycrit,completed,1,convenient,inconv,nonprob,notrecom,0
usual,proper,foster,2,lessconv,inconv,problematic,notrecom,0
pretentious,lessproper,completed,1,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,completed,3,critical,inconv,nonprob,notrecom,0
usual,proper,complete,2,convenient,convenient,slightlyprob,notrecom,0
pretentious,critical,completed,1,lessconv,inconv,nonprob,notrecom,0
greatpret,critical,completed,2,lessconv,inconv,nonprob,notrecom,0
usual,proper,foster,2,lessconv,inconv,nonprob,notrecom,0
usual,improper,completed,3,critical,convenient,slightlyprob,notrecom,0
usual,lessproper,complete,more,convenient,convenient,slightlyprob,notrecom,0
greatpret,critical,completed,more,lessconv,inconv,problematic,notrecom,0
usual,critical,completed,more,lessconv,inconv,problematic,notrecom,0
greatpret,proper,complete,1,lessconv,convenient,slightlyprob,notrecom,0
pretentious,improper,foster,2,lessconv,inconv,slightlyprob,notrecom,0
usual,improper,complete,more,convenient,convenient,slightlyprob,notrecom,0
pretentious,proper,complete,2,critical,inconv,problematic,notrecom,0
greatpret,verycrit,completed,2,convenient,inconv,problematic,notrecom,0
greatpret,verycrit,incomplete,1,critical,inconv,nonprob,notrecom,0
greatpret,lessproper,completed,more,lessconv,inconv,slightlyprob,notrecom,0
pretentious,proper,complete,3,convenient,convenient,problematic,notrecom,0
greatpret,critical,completed,more,critical,convenient,slightlyprob,notrecom,0
pretentious,verycrit,foster,2,critical,inconv,nonprob,notrecom,0
pretentious,lessproper,foster,more,lessconv,inconv,slightlyprob,notrecom,0
pretentious,critical,completed,more,lessconv,inconv,slightlyprob,notrecom,0
pretentious,critical,foster,3,critical,inconv,slightlyprob,notrecom,0
usual,critical,completed,1,convenient,convenient,nonprob,notrecom,0
usual,verycrit,foster,1,critical,convenient,slightlyprob,notrecom,0
greatpret,improper,incomplete,2,critical,inconv,problematic,notrecom,0
usual,proper,foster,2,lessconv,convenient,nonprob,notrecom,0
usual,lessproper,completed,2,lessconv,inconv,slightlyprob,notrecom,0
pretentious,verycrit,incomplete,3,lessconv,inconv,nonprob,notrecom,0
usual,improper,complete,2,convenient,inconv,slightlyprob,notrecom,0
pretentious,critical,completed,1,lessconv,inconv,slightlyprob,notrecom,0
pretentious,critical,completed,3,critical,convenient,nonprob,notrecom,0
pretentious,proper,foster,2,critical,inconv,slightlyprob,notrecom,0
usual,proper,foster,2,convenient,inconv,problematic,notrecom,0
usual,lessproper,foster,2,convenient,inconv,problematic,notrecom,0
greatpret,lessproper,incomplete,1,critical,inconv,problematic,notrecom,0
greatpret,lessproper,foster,3,lessconv,inconv,problematic,notrecom,0
usual,improper,incomplete,2,convenient,inconv,slightlyprob,notrecom,0
usual,lessproper,foster,2,critical,convenient,problematic,notrecom,0
greatpret,verycrit,complete,2,convenient,inconv,nonprob,notrecom,0
usual,proper,incomplete,1,convenient,inconv,problematic,notrecom,0
greatpret,critical,completed,3,critical,convenient,nonprob,notrecom,0
greatpret,verycrit,completed,more,convenient,convenient,nonprob,notrecom,0
greatpret,verycrit,complete,3,convenient,convenient,slightlyprob,notrecom,0
pretentious,lessproper,completed,1,lessconv,convenient,nonprob,notrecom,0
usual,critical,foster,2,critical,inconv,nonprob,notrecom,0
greatpret,verycrit,completed,more,critical,convenient,slightlyprob,notrecom,0
greatpret,lessproper,complete,more,lessconv,convenient,slightlyprob,notrecom,0
pretentious,lessproper,foster,3,lessconv,convenient,slightlyprob,notrecom,0
pretentious,improper,completed,3,convenient,inconv,nonprob,notrecom,0
usual,verycrit,completed,3,convenient,convenient,slightlyprob,notrecom,0
greatpret,critical,foster,3,critical,convenient,problematic,notrecom,0
pretentious,lessproper,incomplete,more,lessconv,convenient,problematic,notrecom,0
pretentious,proper,foster,2,lessconv,inconv,slightlyprob,notrecom,0
usual,lessproper,complete,1,convenient,inconv,problematic,notrecom,0
pretentious,improper,incomplete,1,convenient,inconv,slightlyprob,notrecom,0
usual,proper,completed,more,lessconv,inconv,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,more,convenient,inconv,nonprob,notrecom,0
greatpret,verycrit,complete,3,critical,convenient,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,more,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,complete,2,lessconv,inconv,problematic,notrecom,0
pretentious,lessproper,complete,more,convenient,inconv,problematic,notrecom,0
usual,verycrit,completed,1,convenient,inconv,problematic,notrecom,0
greatpret,lessproper,foster,more,critical,convenient,nonprob,notrecom,0
pretentious,critical,incomplete,3,lessconv,convenient,nonprob,notrecom,0
pretentious,verycrit,complete,1,critical,inconv,slightlyprob,notrecom,0
pretentious,verycrit,incomplete,1,convenient,inconv,problematic,notrecom,0
usual,lessproper,completed,3,convenient,inconv,problematic,notrecom,0
usual,improper,completed,2,convenient,convenient,nonprob,notrecom,0
greatpret,critical,completed,1,convenient,inconv,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,2,lessconv,inconv,nonprob,notrecom,0
pretentious,lessproper,complete,1,critical,inconv,slightlyprob,notrecom,0
pretentious,proper,incomplete,3,critical,inconv,slightlyprob,notrecom,0
greatpret,improper,foster,more,lessconv,convenient,problematic,notrecom,0
pretentious,lessproper,foster,3,lessconv,convenient,nonprob,notrecom,0
usual,proper,complete,more,critical,convenient,nonprob,notrecom,0
greatpret,lessproper,foster,2,convenient,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,3,lessconv,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,2,convenient,convenient,problematic,notrecom,0
greatpret,lessproper,completed,more,lessconv,inconv,problematic,notrecom,0
usual,critical,foster,2,critical,convenient,nonprob,notrecom,0
greatpret,improper,complete,1,convenient,convenient,slightlyprob,notrecom,0
pretentious,verycrit,complete,3,critical,convenient,slightlyprob,notrecom,0
greatpret,verycrit,incomplete,3,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,complete,2,convenient,convenient,slightlyprob,notrecom,0
usual,lessproper,incomplete,3,critical,convenient,nonprob,notrecom,0
pretentious,proper,completed,more,critical,inconv,problematic,notrecom,0
usual,lessproper,incomplete,more,critical,convenient,problematic,notrecom,0
pretentious,proper,completed,1,critical,inconv,nonprob,notrecom,0
usual,proper,foster,more,convenient,convenient,nonprob,notrecom,0
usual,critical,incomplete,1,convenient,convenient,nonprob,notrecom,0
pretentious,critical,incomplete,1,lessconv,convenient,slightlyprob,notrecom,0
pretentious,proper,incomplete,3,convenient,convenient,problematic,notrecom,0
pretentious,proper,incomplete,2,critical,convenient,nonprob,notrecom,0
pretentious,lessproper,completed,1,lessconv,inconv,slightlyprob,notrecom,0
usual,critical,complete,3,lessconv,inconv,nonprob,notrecom,0
greatpret,critical,incomplete,more,critical,inconv,problematic,notrecom,0
greatpret,improper,complete,1,lessconv,inconv,slightlyprob,notrecom,0
usual,proper,complete,1,critical,inconv,problematic,notrecom,0
pretentious,verycrit,foster,2,critical,convenient,nonprob,notrecom,0
pretentious,proper,foster,1,lessconv,convenient,problematic,notrecom,0
usual,proper,incomplete,2,convenient,inconv,problematic,notrecom,0
usual,proper,incomplete,more,critical,inconv,slightlyprob,notrecom,0
pretentious,critical,foster,1,lessconv,inconv,problematic,notrecom,0
greatpret,verycrit,complete,1,convenient,convenient,nonprob,notrecom,0
pretentious,lessproper,incomplete,2,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,complete,2,critical,convenient,problematic,notrecom,0
pretentious,verycrit,foster,2,critical,inconv,slightlyprob,notrecom,0
usual,proper,incomplete,2,lessconv,inconv,nonprob,notrecom,0
pretentious,proper,completed,2,lessconv,inconv,nonprob,notrecom,0
usual,proper,completed,2,critical,convenient,problematic,notrecom,0
pretentious,improper,complete,3,critical,inconv,problematic,notrecom,0
usual,improper,completed,2,critical,inconv,nonprob,notrecom,0
pretentious,verycrit,foster,2,convenient,inconv,problematic,notrecom,0
greatpret,lessproper,completed,more,convenient,inconv,nonprob,notrecom,0
greatpret,critical,incomplete,3,critical,convenient,problematic,notrecom,0
pretentious,lessproper,foster,3,critical,convenient,problematic,notrecom,0
usual,lessproper,incomplete,2,lessconv,inconv,slightlyprob,notrecom,0
pretentious,lessproper,completed,more,convenient,inconv,problematic,notrecom,0
greatpret,improper,completed,3,critical,inconv,problematic,notrecom,0
usual,critical,foster,3,critical,convenient,slightlyprob,notrecom,0
usual,critical,complete,more,critical,inconv,slightlyprob,notrecom,0
pretentious,lessproper,completed,more,convenient,inconv,nonprob,notrecom,0
usual,lessproper,incomplete,1,critical,inconv,nonprob,notrecom,0
greatpret,proper,incomplete,2,convenient,convenient,nonprob,notrecom,0
pretentious,critical,incomplete,1,convenient,convenient,slightlyprob,notrecom,0
greatpret,lessproper,completed,2,convenient,convenient,nonprob,notrecom,0
usual,improper,incomplete,3,lessconv,convenient,nonprob,notrecom,0
usual,improper,foster,1,critical,inconv,nonprob,notrecom,0
pretentious,verycrit,complete,more,convenient,inconv,problematic,notrecom,0
pretentious,verycrit,completed,2,lessconv,inconv,problematic,notrecom,0
usual,lessproper,completed,more,critical,inconv,problematic,notrecom,0
greatpret,lessproper,incomplete,1,critical,inconv,slightlyprob,notrecom,0
pretentious,critical,incomplete,2,critical,convenient,problematic,notrecom,0
usual,critical,incomplete,1,lessconv,convenient,problematic,notrecom,0
pretentious,verycrit,completed,more,convenient,convenient,slightlyprob,notrecom,0
pretentious,verycrit,completed,more,critical,convenient,nonprob,notrecom,0
pretentious,improper,incomplete,1,convenient,convenient,slightlyprob,notrecom,0
greatpret,improper,foster,3,lessconv,convenient,slightlyprob,notrecom,0
greatpret,improper,complete,more,critical,convenient,nonprob,notrecom,0
greatpret,proper,complete,more,lessconv,inconv,slightlyprob,notrecom,0
usual,proper,foster,3,lessconv,convenient,problematic,notrecom,0
greatpret,proper,incomplete,3,lessconv,inconv,problematic,notrecom,0
pretentious,improper,foster,1,convenient,convenient,nonprob,notrecom,0
pretentious,proper,incomplete,1,convenient,convenient,slightlyprob,notrecom,0
usual,verycrit,completed,1,lessconv,inconv,problematic,notrecom,0
usual,lessproper,completed,1,lessconv,convenient,problematic,notrecom,0
pretentious,lessproper,completed,2,critical,inconv,nonprob,notrecom,0
greatpret,improper,complete,1,critical,inconv,problematic,notrecom,0
greatpret,improper,completed,2,critical,convenient,nonprob,notrecom,0
usual,proper,completed,3,convenient,convenient,nonprob,notrecom,0
greatpret,verycrit,incomplete,1,lessconv,convenient,slightlyprob,notrecom,0
pretentious,critical,foster,3,convenient,inconv,nonprob,notrecom,0
pretentious,critical,completed,more,critical,convenient,nonprob,notrecom,0
pretentious,lessproper,completed,2,critical,inconv,problematic,notrecom,0
greatpret,lessproper,completed,1,critical,convenient,nonprob,notrecom,0
usual,proper,complete,1,critical,convenient,problematic,notrecom,0
pretentious,improper,completed,1,lessconv,convenient,slightlyprob,notrecom,0
usual,proper,foster,more,lessconv,inconv,nonprob,notrecom,0
usual,lessproper,foster,more,convenient,convenient,slightlyprob,notrecom,0
usual,lessproper,incomplete,3,critical,convenient,slightlyprob,notrecom,0
pretentious,verycrit,completed,more,critical,inconv,nonprob,notrecom,0
usual,improper,incomplete,more,critical,convenient,problematic,notrecom,0
pretentious,critical,incomplete,more,lessconv,inconv,problematic,notrecom,0
greatpret,verycrit,foster,1,critical,inconv,slightlyprob,notrecom,0
greatpret,improper,foster,3,critical,inconv,slightlyprob,notrecom,0
greatpret,lessproper,complete,3,critical,inconv,problematic,notrecom,0
greatpret,verycrit,completed,1,critical,inconv,problematic,notrecom,0
usual,verycrit,foster,1,critical,inconv,slightlyprob,notrecom,0
greatpret,verycrit,complete,3,critical,convenient,problematic,notrecom,0
greatpret,critical,incomplete,1,lessconv,convenient,problematic,notrecom,0
usual,improper,foster,1,convenient,inconv,slightlyprob,notrecom,0
greatpret,lessproper,foster,1,lessconv,inconv,problematic,notrecom,0
greatpret,verycrit,complete,3,convenient,inconv,slightlyprob,notrecom,0
pretentious,lessproper,incomplete,1,convenient,inconv,problematic,notrecom,0
usual,critical,foster,1,lessconv,inconv,nonprob,notrecom,0
usual,improper,incomplete,2,lessconv,inconv,problematic,notrecom,0
greatpret,proper,completed,1,critical,convenient,slightlyprob,notrecom,0
usual,verycrit,foster,2,lessconv,inconv,nonprob,notrecom,0
pretentious,lessproper,completed,more,critical,convenient,problematic,notrecom,0
greatpret,lessproper,foster,2,convenient,convenient,nonprob,notrecom,0
greatpret,critical,foster,1,critical,inconv,problematic,notrecom,0
pretentious,improper,foster,more,lessconv,convenient,nonprob,notrecom,0
greatpret,lessproper,completed,1,lessconv,inconv,slightlyprob,notrecom,0
usual,critical,incomplete,3,lessconv,inconv,nonprob,notrecom,0
greatpret,proper,complete,2,lessconv,convenient,slightlyprob,notrecom,0
pretentious,verycrit,completed,3,critical,inconv,problematic,notrecom,0
greatpret,critical,complete,more,convenient,convenient,slightlyprob,notrecom,0
usual,critical,complete,1,critical,convenient,slightlyprob,notrecom,0
greatpret,lessproper,completed,1,convenient,convenient,slightlyprob,notrecom,0
pretentious,critical,complete,2,convenient,convenient,problematic,notrecom,0
usual,verycrit,foster,2,lessconv,convenient,nonprob,notrecom,0
usual,critical,incomplete,3,convenient,convenient,nonprob,notrecom,0
pretentious,lessproper,incomplete,1,lessconv,inconv,problematic,notrecom,0
usual,verycrit,incomplete,2,critical,convenient,slightlyprob,notrecom,0
usual,proper,incomplete,1,convenient,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,3,critical,inconv,nonprob,notrecom,0
pretentious,proper,completed,1,convenient,inconv,slightlyprob,notrecom,0
pretentious,lessproper,incomplete,2,lessconv,inconv,problematic,notrecom,0
usual,verycrit,foster,more,convenient,inconv,slightlyprob,notrecom,0
usual,lessproper,foster,3,convenient,convenient,problematic,notrecom,0
usual,proper,complete,more,convenient,inconv,slightlyprob,notrecom,0
greatpret,critical,incomplete,more,convenient,inconv,slightlyprob,notrecom,0
pretentious,improper,completed,more,lessconv,convenient,slightlyprob,notrecom,0
usual,critical,foster,2,lessconv,convenient,nonprob,notrecom,0
greatpret,improper,incomplete,3,convenient,inconv,problematic,notrecom,0
pretentious,proper,foster,3,lessconv,inconv,problematic,notrecom,0
pretentious,critical,incomplete,2,critical,inconv,nonprob,notrecom,0
greatpret,verycrit,completed,more,convenient,convenient,slightlyprob,notrecom,0
greatpret,critical,complete,3,convenient,inconv,nonprob,notrecom,0
pretentious,verycrit,completed,1,critical,convenient,slightlyprob,notrecom,0
usual,verycrit,completed,3,convenient,convenient,nonprob,notrecom,0
greatpret,critical,complete,more,critical,inconv,slightlyprob,notrecom,0
usual,verycrit,foster,3,lessconv,inconv,nonprob,notrecom,0
greatpret,improper,incomplete,2,convenient,inconv,slightlyprob,notrecom,0
usual,proper,completed,2,lessconv,inconv,nonprob,notrecom,0
usual,verycrit,completed,more,critical,inconv,slightlyprob,notrecom,0
greatpret,proper,complete,1,convenient,convenient,slightlyprob,notrecom,0
pretentious,proper,foster,more,critical,convenient,slightlyprob,notrecom,0
pretentious,improper,completed,1,convenient,convenient,problematic,notrecom,0
greatpret,critical,complete,1,convenient,convenient,nonprob,notrecom,0
greatpret,improper,incomplete,3,lessconv,inconv,slightlyprob,notrecom,0
usual,proper,complete,3,lessconv,inconv,problematic,notrecom,0
pretentious,improper,incomplete,3,lessconv,inconv,problematic,notrecom,0
usual,critical,completed,2,critical,convenient,nonprob,notrecom,0
pretentious,proper,incomplete,1,lessconv,inconv,problematic,notrecom,0
greatpret,critical,complete,3,lessconv,inconv,slightlyprob,notrecom,0
usual,improper,complete,more,critical,convenient,nonprob,notrecom,0
usual,proper,foster,more,lessconv,inconv,problematic,notrecom,0
usual,improper,completed,3,lessconv,inconv,nonprob,notrecom,0
usual,proper,incomplete,3,critical,inconv,problematic,notrecom,0
pretentious,proper,incomplete,2,critical,inconv,problematic,notrecom,0
usual,proper,complete,3,lessconv,convenient,problematic,notrecom,0
greatpret,critical,complete,1,convenient,convenient,slightlyprob,notrecom,0
pretentious,lessproper,foster,1,convenient,convenient,nonprob,notrecom,0
pretentious,critical,incomplete,3,critical,convenient,problematic,notrecom,0
usual,verycrit,complete,3,critical,convenient,nonprob,notrecom,0
usual,critical,foster,2,lessconv,inconv,slightlyprob,notrecom,0
usual,lessproper,completed,more,convenient,convenient,nonprob,notrecom,0
pretentious,improper,foster,1,critical,convenient,problematic,notrecom,0
greatpret,verycrit,completed,more,convenient,inconv,nonprob,notrecom,0
greatpret,proper,completed,2,critical,convenient,problematic,notrecom,0
greatpret,proper,incomplete,more,lessconv,inconv,nonprob,notrecom,0
pretentious,critical,incomplete,3,critical,convenient,nonprob,notrecom,0
greatpret,verycrit,foster,2,convenient,convenient,slightlyprob,notrecom,0
usual,proper,completed,2,convenient,convenient,problematic,notrecom,0
pretentious,lessproper,incomplete,2,convenient,convenient,nonprob,notrecom,0
pretentious,proper,completed,3,lessconv,convenient,slightlyprob,notrecom,0
usual,lessproper,foster,1,critical,inconv,nonprob,notrecom,0
greatpret,improper,completed,more,lessconv,inconv,nonprob,notrecom,0
usual,verycrit,complete,2,lessconv,convenient,nonprob,notrecom,0
greatpret,verycrit,foster,more,convenient,convenient,problematic,notrecom,0
greatpret,lessproper,foster,1,lessconv,inconv,slightlyprob,notrecom,0
pretentious,critical,completed,more,lessconv,inconv,nonprob,notrecom,0
usual,proper,completed,3,lessconv,inconv,slightlyprob,notrecom,0
usual,improper,complete,2,critical,convenient,slightlyprob,notrecom,0
usual,proper,incomplete,1,critical,inconv,slightlyprob,notrecom,0
usual,lessproper,completed,1,lessconv,convenient,nonprob,notrecom,0
pretentious,proper,incomplete,more,critical,convenient,slightlyprob,notrecom,0
usual,critical,completed,3,lessconv,inconv,nonprob,notrecom,0
greatpret,proper,complete,1,critical,convenient,problematic,notrecom,0
usual,critical,completed,1,convenient,convenient,problematic,notrecom,0
pretentious,verycrit,completed,2,critical,inconv,slightlyprob,notrecom,0
greatpret,improper,incomplete,more,lessconv,convenient,problematic,notrecom,0
usual,improper,foster,3,lessconv,convenient,problematic,notrecom,0
usual,improper,incomplete,2,critical,inconv,nonprob,notrecom,0
greatpret,critical,incomplete,more,convenient,inconv,nonprob,notrecom,0
pretentious,proper,complete,1,critical,convenient,slightlyprob,notrecom,0
usual,improper,complete,3,lessconv,convenient,problematic,notrecom,0
greatpret,verycrit,foster,1,critical,convenient,problematic,notrecom,0
usual,lessproper,incomplete,2,lessconv,convenient,slightlyprob,notrecom,0
usual,verycrit,completed,more,convenient,inconv,nonprob,notrecom,0
usual,lessproper,incomplete,3,convenient,inconv,problematic,notrecom,0
greatpret,critical,incomplete,3,critical,convenient,nonprob,notrecom,0
pretentious,proper,completed,2,critical,convenient,slightlyprob,notrecom,0
greatpret,proper,foster,1,convenient,inconv,problematic,notrecom,0
greatpret,critical,foster,2,lessconv,inconv,slightlyprob,notrecom,0
usual,critical,foster,3,lessconv,convenient,nonprob,notrecom,0
greatpret,improper,completed,1,lessconv,convenient,nonprob,notrecom,0
pretentious,verycrit,completed,1,lessconv,inconv,nonprob,notrecom,0
greatpret,lessproper,complete,2,critical,convenient,nonprob,notrecom,0
pretentious,improper,complete,more,lessconv,convenient,slightlyprob,notrecom,0
greatpret,verycrit,complete,3,critical,inconv,nonprob,notrecom,0
pretentious,improper,completed,3,critical,inconv,problematic,notrecom,0
usual,lessproper,complete,more,lessconv,convenient,problematic,notrecom,0
usual,lessproper,completed,3,lessconv,inconv,problematic,notrecom,0
pretentious,improper,foster,1,critical,convenient,slightlyprob,notrecom,0
usual,verycrit,foster,more,convenient,convenient,slightlyprob,notrecom,0
usual,lessproper,completed,2,critical,convenient,nonprob,notrecom,0
greatpret,proper,completed,3,critical,convenient,nonprob,notrecom,0
usual,lessproper,foster,2,lessconv,inconv,slightlyprob,notrecom,0
pretentious,proper,completed,2,convenient,convenient,slightlyprob,notrecom,0
greatpret,verycrit,complete,2,critical,convenient,slightlyprob,notrecom,0
pretentious,lessproper,incomplete,2,convenient,convenient,slightlyprob,notrecom,0
greatpret,lessproper,completed,3,lessconv,convenient,slightlyprob,notrecom,0
greatpret,lessproper,incomplete,1,convenient,inconv,problematic,notrecom,0
usual,lessproper,incomplete,2,lessconv,inconv,nonprob,notrecom,0
pretentious,critical,foster,2,lessconv,convenient,nonprob,notrecom,0
greatpret,verycrit,completed,more,critical,inconv,slightlyprob,notrecom,0
greatpret,improper,incomplete,3,critical,inconv,problematic,notrecom,0
greatpret,critical,incomplete,more,convenient,convenient,slightlyprob,notrecom,0
usual,proper,incomplete,3,convenient,inconv,problematic,notrecom,0
greatpret,verycrit,complete,1,lessconv,convenient,slightlyprob,notrecom,0
usual,critical,complete,more,lessconv,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,1,convenient,inconv,nonprob,notrecom,0
pretentious,verycrit,complete,2,critical,inconv,problematic,notrecom,0
usual,critical,completed,2,lessconv,inconv,problematic,notrecom,0
greatpret,improper,complete,1,convenient,convenient,nonprob,notrecom,0
usual,lessproper,incomplete,2,convenient,convenient,nonprob,notrecom,0
pretentious,verycrit,foster,2,convenient,inconv,nonprob,notrecom,0
greatpret,improper,incomplete,2,critical,convenient,slightlyprob,notrecom,0
usual,verycrit,complete,2,convenient,convenient,nonprob,notrecom,0
usual,lessproper,complete,more,lessconv,inconv,problematic,notrecom,0
usual,verycrit,complete,more,convenient,inconv,problematic,notrecom,0
greatpret,proper,complete,3,critical,inconv,problematic,notrecom,0
usual,improper,foster,3,convenient,inconv,problematic,notrecom,0
usual,critical,completed,1,critical,convenient,nonprob,notrecom,0
greatpret,improper,incomplete,more,lessconv,inconv,slightlyprob,notrecom,0
usual,proper,complete,3,critical,convenient,slightlyprob,notrecom,0
greatpret,proper,incomplete,2,convenient,inconv,slightlyprob,notrecom,0
pretentious,lessproper,completed,3,critical,convenient,slightlyprob,notrecom,0
greatpret,lessproper,incomplete,1,convenient,convenient,problematic,notrecom,0
pretentious,critical,completed,more,lessconv,inconv,problematic,notrecom,0
pretentious,verycrit,foster,more,critical,convenient,nonprob,notrecom,0
usual,improper,complete,3,convenient,inconv,nonprob,notrecom,0
greatpret,proper,incomplete,1,lessconv,convenient,problematic,notrecom,0
greatpret,lessproper,foster,1,critical,inconv,nonprob,notrecom,0
greatpret,lessproper,incomplete,1,lessconv,convenient,slightlyprob,notrecom,0
greatpret,lessproper,complete,3,lessconv,convenient,problematic,notrecom,0
usual,lessproper,complete,1,critical,convenient,slightlyprob,notrecom,0
greatpret,improper,complete,more,lessconv,convenient,nonprob,notrecom,0
greatpret,verycrit,incomplete,2,lessconv,convenient,nonprob,notrecom,0
usual,critical,completed,1,critical,convenient,problematic,notrecom,0
greatpret,proper,completed,2,critical,inconv,problematic,notrecom,0
usual,proper,completed,1,convenient,inconv,slightlyprob,notrecom,0
greatpret,proper,incomplete,3,critical,inconv,problematic,notrecom,0
pretentious,lessproper,foster,more,convenient,convenient,nonprob,notrecom,0
usual,verycrit,foster,more,critical,inconv,problematic,notrecom,0
pretentious,lessproper,foster,2,convenient,convenient,problematic,notrecom,0
usual,proper,incomplete,more,critical,inconv,nonprob,notrecom,0
greatpret,proper,foster,2,convenient,inconv,nonprob,notrecom,0
usual,verycrit,foster,2,lessconv,inconv,slightlyprob,notrecom,0
greatpret,proper,foster,more,convenient,inconv,slightlyprob,notrecom,0
greatpret,critical,complete,2,lessconv,convenient,slightlyprob,notrecom,0
pretentious,proper,foster,2,convenient,inconv,slightlyprob,notrecom,0
usual,verycrit,completed,3,convenient,convenient,problematic,notrecom,0
pretentious,critical,foster,more,convenient,convenient,problematic,notrecom,0
pretentious,lessproper,foster,1,critical,convenient,problematic,notrecom,0
pretentious,verycrit,completed,3,convenient,inconv,slightlyprob,notrecom,0
greatpret,improper,completed,1,lessconv,convenient,slightlyprob,notrecom,0
pretentious,improper,complete,3,convenient,convenient,nonprob,notrecom,0
usual,critical,foster,3,convenient,convenient,problematic,notrecom,0
usual,improper,completed,3,critical,inconv,problematic,notrecom,0
greatpret,verycrit,complete,2,convenient,convenient,slightlyprob,notrecom,0
usual,verycrit,foster,3,convenient,convenient,nonprob,notrecom,0
pretentious,lessproper,foster,2,convenient,inconv,slightlyprob,notrecom,0
usual,proper,foster,1,convenient,inconv,nonprob,notrecom,0
pretentious,improper,foster,2,convenient,convenient,nonprob,notrecom,0
greatpret,verycrit,complete,3,lessconv,convenient,problematic,notrecom,0
pretentious,critical,complete,2,convenient,convenient,slightlyprob,notrecom,0
usual,proper,foster,3,lessconv,inconv,nonprob,notrecom,0
usual,proper,complete,more,critical,inconv,nonprob,notrecom,0
pretentious,proper,foster,2,lessconv,convenient,slightlyprob,notrecom,0
usual,proper,complete,2,critical,inconv,problematic,notrecom,0
greatpret,lessproper,complete,more,critical,convenient,nonprob,notrecom,0
greatpret,improper,completed,more,critical,inconv,slightlyprob,notrecom,0
greatpret,proper,complete,2,lessconv,convenient,problematic,notrecom,0
usual,verycrit,complete,more,convenient,convenient,slightlyprob,notrecom,0
usual,critical,incomplete,more,lessconv,convenient,problematic,notrecom,0
pretentious,critical,completed,3,critical,convenient,slightlyprob,notrecom,0
usual,verycrit,foster,1,critical,convenient,problematic,notrecom,0
usual,lessproper,completed,2,convenient,inconv,slightlyprob,notrecom,0
pretentious,verycrit,completed,2,convenient,convenient,nonprob,notrecom,0
usual,improper,complete,1,lessconv,inconv,slightlyprob,notrecom,0
usual,improper,completed,2,critical,convenient,nonprob,notrecom,0
pretentious,lessproper,completed,1,lessconv,inconv,problematic,notrecom,0
usual,critical,foster,more,critical,inconv,nonprob,notrecom,0
pretentious,critical,foster,more,critical,inconv,problematic,notrecom,0
usual,lessproper,foster,3,convenient,inconv,nonprob,notrecom,0
usual,lessproper,foster,3,lessconv,inconv,slightlyprob,notrecom,0
usual,proper,foster,1,convenient,inconv,slightlyprob,notrecom,0
usual,verycrit,complete,more,convenient,convenient,nonprob,notrecom,0
usual,lessproper,complete,3,critical,inconv,slightlyprob,notrecom,0
usual,lessproper,complete,more,convenient,inconv,problematic,notrecom,0
greatpret,verycrit,incomplete,2,critical,inconv,slightlyprob,notrecom,0
pretentious,verycrit,foster,more,critical,convenient,problematic,notrecom,0
usual,improper,incomplete,3,critical,inconv,slightlyprob,notrecom,0
pretentious,critical,complete,1,convenient,inconv,problematic,notrecom,0
pretentious,lessproper,foster,3,critical,inconv,slightlyprob,notrecom,0
usual,proper,foster,more,critical,inconv,nonprob,notrecom,0
greatpret,improper,complete,2,lessconv,inconv,nonprob,notrecom,0
greatpret,critical,incomplete,2,lessconv,convenient,slightlyprob,notrecom,0
greatpret,lessproper,complete,3,lessconv,inconv,slightlyprob,notrecom,0
greatpret,verycrit,complete,more,critical,convenient,nonprob,notrecom,0
greatpret,verycrit,completed,1,convenient,inconv,problematic,notrecom,0
